county,precinct_votefile,precinct
BAKER,Baker #1,OR_BAKER_01
BAKER,Baker #2,OR_BAKER_02
BAKER,Baker #3,OR_BAKER_03
BAKER,Baker #4,OR_BAKER_04
BAKER,Baker #5,OR_BAKER_05
BAKER,Baker Country,OR_BAKER_13
BAKER,Durkee,OR_BAKER_14
BAKER,Eagle Valley,OR_BAKER_15
BAKER,Haines,OR_BAKER_17
BAKER,Hereford,OR_BAKER_18
BAKER,Huntington,OR_BAKER_19
BAKER,Irondyke,OR_BAKER_20
BAKER,Keating,OR_BAKER_21
BAKER,Pine Valley,OR_BAKER_22
BAKER,Poca-Wing,OR_BAKER_24
BAKER,Sumpter,OR_BAKER_25
BAKER,Unity,OR_BAKER_26
BENTON,01 - Corvallis ONE C4S8H16,OR_BENTON_01
BENTON,02 - Corvallis TWO C4S8H16,OR_BENTON_02
BENTON,03 - Corvallis THREE C4S8H16,OR_BENTON_03
BENTON,04 - Corvallis FOUR C4S8H16,OR_BENTON_04
BENTON,05 - Corvallis FIVE C4S8H16,OR_BENTON_05
BENTON,06 - Corvallis SIX C4S8H16,OR_BENTON_06
BENTON,07 - Corvallis SEVEN C4S8H16,OR_BENTON_07
BENTON,08 - Corvallis EIGHT C4S8H16,OR_BENTON_08
BENTON,09 - Corvallis NINE C4S8H16,OR_BENTON_09
BENTON,10 - Philomath C4S8H16,OR_BENTON_10
BENTON,12 - Adair Village C5S12H23,OR_BENTON_12
BENTON,13 - Monroe C4S12H23,OR_BENTON_13
BENTON,14 - Alsea School C4S12H23,OR_BENTON_14
BENTON,15 - Northwest C4S12H23,OR_BENTON_15
BENTON,16 - Corvallis Rural C4S8H16,OR_BENTON_16
BENTON,17 - North 509J C4S12H23,OR_BENTON_17
BENTON,18 - Albany Rural C5S8H15,OR_BENTON_18
BENTON,19 - South 509J C4S12H23,OR_BENTON_19
BENTON,20 - Monroe Rural C4S12H23,OR_BENTON_20
BENTON,21 - Philomath Rural C4S8H16,OR_BENTON_21
BENTON,22 - Adair Rural C5S12H23,OR_BENTON_22
BENTON,23 - Highway 20 C4S8H15,OR_BENTON_23
BENTON,11 - N Albany C5S8H15,OR_BENTON_24
BENTON,11 - N Albany C5S8H15,OR_BENTON_25
CLATSOP,01 - Astoria,OR_CLATSOP_01
CLATSOP,02 - Astoria,OR_CLATSOP_02
CLATSOP,03 - Astoria,OR_CLATSOP_03
CLATSOP,04 - Astoria,OR_CLATSOP_04
CLATSOP,05 - Astoria,OR_CLATSOP_05
CLATSOP,06 - Astoria,OR_CLATSOP_06
CLATSOP,07 - Astoria,OR_CLATSOP_07
CLATSOP,08 - Astoria,OR_CLATSOP_08
CLATSOP,20 - Cannon Beach,OR_CLATSOP_20
CLATSOP,21 - Chadwell,OR_CLATSOP_21
CLATSOP,22 - North Clatsop,OR_CLATSOP_22
CLATSOP,23 - South Clatsop,OR_CLATSOP_23
CLATSOP,24 - Elsie,OR_CLATSOP_24
CLATSOP,25 - Gearhart,OR_CLATSOP_25
CLATSOP,26 - Hamlet,OR_CLATSOP_26
CLATSOP,28 - Jewell,OR_CLATSOP_28
CLATSOP,29 - John Day,OR_CLATSOP_29
CLATSOP,30 - Knappa,OR_CLATSOP_30
CLATSOP,31 - Lewis and Clark,OR_CLATSOP_31
CLATSOP,35 - Necanicum,OR_CLATSOP_35
CLATSOP,36 - Olney,OR_CLATSOP_36
CLATSOP,37 - Seaside,OR_CLATSOP_37
CLATSOP,38 - Seaside,OR_CLATSOP_38
CLATSOP,39 - Seaside,OR_CLATSOP_39
CLATSOP,40 - Seaside,OR_CLATSOP_40
CLATSOP,43 - Stanley Acres,OR_CLATSOP_43
CLATSOP,44 - Svensen,OR_CLATSOP_44
CLATSOP,45 - Arch Cape,OR_CLATSOP_45
CLATSOP,46 - Walluski,OR_CLATSOP_46
CLATSOP,47 - Warrenton,OR_CLATSOP_47
CLATSOP,48 - Warrenton,OR_CLATSOP_48
CLATSOP,50 - Westport,OR_CLATSOP_50
CLATSOP,52 - Hillcrest,OR_CLATSOP_52
COLUMBIA,01 City of Clatskanie,OR_COLUMBIA_01
COLUMBIA,04 N Clatskanie-Marshland,OR_COLUMBIA_04
COLUMBIA,05 S Clatskanie,OR_COLUMBIA_05
COLUMBIA,06 Delena,OR_COLUMBIA_06
COLUMBIA,08 GOBLE,OR_COLUMBIA_08
COLUMBIA,10 Milton,OR_COLUMBIA_10
COLUMBIA,12 McNulty,OR_COLUMBIA_12
COLUMBIA,14 Quincy,OR_COLUMBIA_14
COLUMBIA,15 City of Rainier,OR_COLUMBIA_15
COLUMBIA,17 W Rainier,OR_COLUMBIA_17
COLUMBIA,18 E Rainier,OR_COLUMBIA_18
COLUMBIA,19 S Warren,OR_COLUMBIA_19
COLUMBIA,20 N Warren,OR_COLUMBIA_20
COLUMBIA,21 City St Helens One,OR_COLUMBIA_21
COLUMBIA,24 City St Helens Four,OR_COLUMBIA_24
COLUMBIA,26 City St Helens Six,OR_COLUMBIA_26
COLUMBIA,31 City of Scappoose One,OR_COLUMBIA_31
COLUMBIA,32 City of Scappoose Two,OR_COLUMBIA_32
COLUMBIA,34 City of Scappoose Four,OR_COLUMBIA_34
COLUMBIA,35 SE Scappoose,OR_COLUMBIA_35
COLUMBIA,36 Canyon,OR_COLUMBIA_36
COLUMBIA,38 W Scappoose,OR_COLUMBIA_38
COLUMBIA,39 Sauvie Island,OR_COLUMBIA_39
COLUMBIA,40 Yankton,OR_COLUMBIA_40
COLUMBIA,41 City of Vernonia,OR_COLUMBIA_41
COLUMBIA,44 Rural Vernonia,OR_COLUMBIA_44
COLUMBIA,46 Apiary,OR_COLUMBIA_46
COLUMBIA,47 Chapman,OR_COLUMBIA_47
COLUMBIA,48 S Deer Island,OR_COLUMBIA_48
COLUMBIA,49 N Deer Island,OR_COLUMBIA_49
COLUMBIA,50 City of Prescott,OR_COLUMBIA_50
COLUMBIA,51 Mist,OR_COLUMBIA_51
COLUMBIA,53 City of Columbia City,OR_COLUMBIA_53
COOS,Precinct 01,OR_COOS_01
COOS,Precinct 02,OR_COOS_02
COOS,Precinct 03,OR_COOS_03
COOS,Precinct 04,OR_COOS_04
COOS,Precinct 05,OR_COOS_05
COOS,Precinct 06,OR_COOS_06
COOS,Precinct 07,OR_COOS_07
COOS,Precinct 08,OR_COOS_08
COOS,Precinct 09,OR_COOS_09
COOS,Precinct 10,OR_COOS_10
COOS,Precinct 11,OR_COOS_11
COOS,Precinct 12,OR_COOS_12
COOS,Precinct 13,OR_COOS_13
COOS,Precinct 14,OR_COOS_14
COOS,Precinct 15,OR_COOS_15
COOS,Precinct 16,OR_COOS_16
COOS,Precinct 17,OR_COOS_17
COOS,Precinct 18,OR_COOS_18
CROOK,Precinct 01,OR_CROOK_01
CROOK,Precinct 02,OR_CROOK_02
CROOK,Precinct 03,OR_CROOK_03
CROOK,Precinct 04,OR_CROOK_04
CROOK,Precinct 05,OR_CROOK_05
CROOK,Precinct 06,OR_CROOK_06
CROOK,Precinct 07,OR_CROOK_07
CROOK,Precinct 08,OR_CROOK_08
CROOK,Precinct 09,OR_CROOK_09
CROOK,Precinct 10,OR_CROOK_10
CROOK,Precinct 11,OR_CROOK_11
CROOK,Precinct 12,OR_CROOK_12
CROOK,Precinct 13,OR_CROOK_13
CROOK,Precinct 14,OR_CROOK_14
CROOK,Precinct 15,OR_CROOK_15
CROOK,Precinct 16,OR_CROOK_16
CROOK,Precinct 17,OR_CROOK_17
#VALUE!,NA,
CURRY,Precinct 01,OR_CURRY_01
CURRY,Precinct 02,OR_CURRY_02
CURRY,Precinct 03,OR_CURRY_03
CURRY,Precinct 04,OR_CURRY_04
CURRY,Precinct 05,OR_CURRY_05
CURRY,Precinct 06,OR_CURRY_06
CURRY,Precinct 07,OR_CURRY_07
CURRY,Precinct 08,OR_CURRY_08
CURRY,Precinct 09,OR_CURRY_09
CURRY,Precinct 10,OR_CURRY_10
CURRY,Precinct 11,OR_CURRY_11
CURRY,Precinct 12,OR_CURRY_12
CURRY,Precinct 13,OR_CURRY_13
CURRY,Precinct 14,OR_CURRY_14
CURRY,Precinct 15,OR_CURRY_15
CURRY,Precinct 16,OR_CURRY_16
CURRY,Precinct 17,OR_CURRY_17
CURRY,Precinct 18,OR_CURRY_18
CURRY,Precinct 19,OR_CURRY_19
CURRY,Precinct 20,OR_CURRY_20
CURRY,Precinct 21,OR_CURRY_21
CURRY,Precinct 22,OR_CURRY_22
CURRY,Precinct 23,OR_CURRY_23
CURRY,Precinct 24,OR_CURRY_24
CURRY,Precinct 25,OR_CURRY_25
CURRY,Precinct 26,OR_CURRY_26
CURRY,Precinct 27,OR_CURRY_27
DESCHUTES,Precinct 01,OR_DESCHUTES_01
DESCHUTES,Precinct 02,OR_DESCHUTES_02
DESCHUTES,Precinct 03,OR_DESCHUTES_03
DESCHUTES,Precinct 04,OR_DESCHUTES_04
DESCHUTES,Precinct 05,OR_DESCHUTES_05
DESCHUTES,Precinct 06,OR_DESCHUTES_06
DESCHUTES,Precinct 07,OR_DESCHUTES_07
DESCHUTES,Precinct 08,OR_DESCHUTES_08
DESCHUTES,Precinct 09,OR_DESCHUTES_09
DESCHUTES,Precinct 10,OR_DESCHUTES_10
DESCHUTES,Precinct 11,OR_DESCHUTES_11
DESCHUTES,Precinct 12,OR_DESCHUTES_12
DESCHUTES,Precinct 13,OR_DESCHUTES_13
DESCHUTES,Precinct 14,OR_DESCHUTES_14
DESCHUTES,Precinct 15,OR_DESCHUTES_15
DESCHUTES,Precinct 16,OR_DESCHUTES_16
DESCHUTES,Precinct 17,OR_DESCHUTES_17
DESCHUTES,Precinct 18,OR_DESCHUTES_18
DESCHUTES,Precinct 19,OR_DESCHUTES_19
DESCHUTES,Precinct 20,OR_DESCHUTES_20
DESCHUTES,Precinct 21,OR_DESCHUTES_21
DESCHUTES,Precinct 22,OR_DESCHUTES_22
DESCHUTES,Precinct 23,OR_DESCHUTES_23
DESCHUTES,Precinct 24,OR_DESCHUTES_24
DESCHUTES,Precinct 25,OR_DESCHUTES_25
DESCHUTES,Precinct 26,OR_DESCHUTES_26
DESCHUTES,Precinct 27,OR_DESCHUTES_27
DESCHUTES,Precinct 28,OR_DESCHUTES_28
DESCHUTES,Precinct 29,OR_DESCHUTES_29
DESCHUTES,Precinct 30,OR_DESCHUTES_30
DESCHUTES,Precinct 31,OR_DESCHUTES_31
DESCHUTES,Precinct 32,OR_DESCHUTES_32
DESCHUTES,Precinct 33,OR_DESCHUTES_33
DESCHUTES,Precinct 34,OR_DESCHUTES_34
DESCHUTES,Precinct 35,OR_DESCHUTES_35
DESCHUTES,Precinct 36,OR_DESCHUTES_36
DESCHUTES,Precinct 37,OR_DESCHUTES_37
DESCHUTES,Precinct 38,OR_DESCHUTES_38
DESCHUTES,Precinct 39,OR_DESCHUTES_39
DESCHUTES,Precinct 40,OR_DESCHUTES_40
DESCHUTES,Precinct 41,OR_DESCHUTES_41
DESCHUTES,Precinct 42,OR_DESCHUTES_42
DESCHUTES,Precinct 43,OR_DESCHUTES_43
DESCHUTES,Precinct 44,OR_DESCHUTES_44
DESCHUTES,Precinct 45,OR_DESCHUTES_45
DESCHUTES,Precinct 46,OR_DESCHUTES_46
DESCHUTES,Precinct 47,OR_DESCHUTES_47
DESCHUTES,Precinct 48,OR_DESCHUTES_48
DESCHUTES,Precinct 49,OR_DESCHUTES_49
DESCHUTES,Precinct 50,OR_DESCHUTES_50
DOUGLAS,Precinct 01,OR_DOUGLAS_01
DOUGLAS,Precinct 02,OR_DOUGLAS_02
DOUGLAS,Precinct 03,OR_DOUGLAS_03
DOUGLAS,Precinct 04,OR_DOUGLAS_04
DOUGLAS,Precinct 05,OR_DOUGLAS_05
DOUGLAS,Precinct 06,OR_DOUGLAS_06
DOUGLAS,Precinct 07,OR_DOUGLAS_07
DOUGLAS,Precinct 08,OR_DOUGLAS_08
DOUGLAS,Precinct 09,OR_DOUGLAS_09
DOUGLAS,Precinct 10,OR_DOUGLAS_10
DOUGLAS,Precinct 11,OR_DOUGLAS_11
DOUGLAS,Precinct 12,OR_DOUGLAS_12
DOUGLAS,Precinct 13,OR_DOUGLAS_13
DOUGLAS,Precinct 14,OR_DOUGLAS_14
DOUGLAS,Precinct 15,OR_DOUGLAS_15
DOUGLAS,Precinct 16,OR_DOUGLAS_16
DOUGLAS,Precinct 17,OR_DOUGLAS_17
DOUGLAS,Precinct 18,OR_DOUGLAS_18
DOUGLAS,Precinct 19,OR_DOUGLAS_19
DOUGLAS,Precinct 20,OR_DOUGLAS_20
DOUGLAS,Precinct 21,OR_DOUGLAS_21
DOUGLAS,Precinct 22,OR_DOUGLAS_22
DOUGLAS,Precinct 23,OR_DOUGLAS_23
DOUGLAS,Precinct 24,OR_DOUGLAS_24
DOUGLAS,Precinct 25,OR_DOUGLAS_25
DOUGLAS,Precinct 26,OR_DOUGLAS_26
DOUGLAS,Precinct 27,OR_DOUGLAS_27
DOUGLAS,Precinct 28,OR_DOUGLAS_28
GILLIAM,Precinct 1,OR_GILLIAM_1
GILLIAM,Precinct 6,OR_GILLIAM_6
GILLIAM,Precinct 7,OR_GILLIAM_7
GRANT,Precinct 16 - South Fork,OR_GRANT_03
GRANT,Precinct 17 - Long Creek Valley,OR_GRANT_04
GRANT,Precinct 3 - John Day Valley,OR_GRANT_08
GRANT,Precinct 4 - Union,OR_GRANT_16
GRANT,Precinct 8 - North Fork,OR_GRANT_17
HARNEY,Precinct 21,OR_HARNEY_21
HARNEY,Precinct 25,OR_HARNEY_25
HARNEY,Precinct 26,OR_HARNEY_26
HOOD RIVER,1,OR_HOODRIVER_01
HOOD RIVER,2,OR_HOODRIVER_02
HOOD RIVER,3,OR_HOODRIVER_03
HOOD RIVER,4,OR_HOODRIVER_04
HOOD RIVER,5,OR_HOODRIVER_05
HOOD RIVER,6,OR_HOODRIVER_06
HOOD RIVER,7,OR_HOODRIVER_07
HOOD RIVER,8,OR_HOODRIVER_08
HOOD RIVER,9,OR_HOODRIVER_09
HOOD RIVER,10,OR_HOODRIVER_10
HOOD RIVER,11,OR_HOODRIVER_11
HOOD RIVER,12,OR_HOODRIVER_12
HOOD RIVER,13,OR_HOODRIVER_13
JACKSON,Precinct 001,OR_JACKSON_01
JACKSON,Precinct 002,OR_JACKSON_02
JACKSON,Precinct 003,OR_JACKSON_03
JACKSON,Precinct 004,OR_JACKSON_04
JACKSON,Precinct 005,OR_JACKSON_05
JACKSON,Precinct 006,OR_JACKSON_06
JACKSON,Precinct 007,OR_JACKSON_07
JACKSON,Precinct 008,OR_JACKSON_08
JACKSON,Precinct 009,OR_JACKSON_09
JACKSON,Precinct 010,OR_JACKSON_10
JACKSON,Precinct 011,OR_JACKSON_11
JACKSON,Precinct 012,OR_JACKSON_12
JACKSON,Precinct 013,OR_JACKSON_13
JACKSON,Precinct 014,OR_JACKSON_14
JACKSON,Precinct 015,OR_JACKSON_15
JACKSON,Precinct 016,OR_JACKSON_16
JACKSON,Precinct 017,OR_JACKSON_17
JACKSON,Precinct 018,OR_JACKSON_18
JACKSON,Precinct 019,OR_JACKSON_19
JACKSON,Precinct 020,OR_JACKSON_20
JACKSON,Precinct 021,OR_JACKSON_21
JACKSON,Precinct 022,OR_JACKSON_22
JACKSON,Precinct 023,OR_JACKSON_23
JACKSON,Precinct 024,OR_JACKSON_24
JACKSON,Precinct 025,OR_JACKSON_25
JACKSON,Precinct 026,OR_JACKSON_26
JACKSON,Precinct 027,OR_JACKSON_27
JACKSON,Precinct 028,OR_JACKSON_28
JACKSON,Precinct 029,OR_JACKSON_29
JACKSON,Precinct 030,OR_JACKSON_30
JACKSON,Precinct 031,OR_JACKSON_31
JACKSON,Precinct 032,OR_JACKSON_32
JACKSON,Precinct 033,OR_JACKSON_33
JACKSON,Precinct 034,OR_JACKSON_34
JACKSON,Precinct 035,OR_JACKSON_35
JACKSON,Precinct 036,OR_JACKSON_36
JACKSON,Precinct 037,OR_JACKSON_37
JACKSON,Precinct 038,OR_JACKSON_38
JACKSON,Precinct 039,OR_JACKSON_39
JACKSON,Precinct 040,OR_JACKSON_40
JACKSON,Precinct 041,OR_JACKSON_41
JACKSON,Precinct 042,OR_JACKSON_42
JACKSON,Precinct 043,OR_JACKSON_43
JACKSON,Precinct 044,OR_JACKSON_44
JACKSON,Precinct 045,OR_JACKSON_45
JEFFERSON,No. 1 Haystack,OR_JEFFERSON_01
JEFFERSON,No. 11 Metolius,OR_JEFFERSON_02
JEFFERSON,No. 13 East Madras,OR_JEFFERSON_05
JEFFERSON,No. 14 Warm Springs,OR_JEFFERSON_06
JEFFERSON,No. 16 Camp Sherman,OR_JEFFERSON_08
JEFFERSON,No. 17 Culver,OR_JEFFERSON_11
JEFFERSON,No. 18 Round Butte,OR_JEFFERSON_13
JEFFERSON,No. 19 West Madras,OR_JEFFERSON_14
JEFFERSON,No. 2 Crooked River Ranch,OR_JEFFERSON_16
JEFFERSON,No. 20 Circle M,OR_JEFFERSON_17
JEFFERSON,No. 21 Central,OR_JEFFERSON_18
JEFFERSON,No. 22 Sunset,OR_JEFFERSON_19
JEFFERSON,No. 5 Ashwood,OR_JEFFERSON_20
JEFFERSON,No. 6 Kutcher,OR_JEFFERSON_21
JEFFERSON,No. 8 Lyle Gap,OR_JEFFERSON_22
JOSEPHINE,Precinct 01,OR_JOSEPHINE_01
JOSEPHINE,Precinct 02,OR_JOSEPHINE_02
JOSEPHINE,Precinct 03,OR_JOSEPHINE_03
JOSEPHINE,Precinct 04,OR_JOSEPHINE_04
JOSEPHINE,Precinct 05,OR_JOSEPHINE_05
JOSEPHINE,Precinct 06,OR_JOSEPHINE_06
JOSEPHINE,Precinct 07,OR_JOSEPHINE_07
JOSEPHINE,Precinct 08,OR_JOSEPHINE_08
JOSEPHINE,Precinct 09,OR_JOSEPHINE_09
JOSEPHINE,Precinct 10,OR_JOSEPHINE_10
JOSEPHINE,Precinct 11,OR_JOSEPHINE_11
JOSEPHINE,Precinct 12,OR_JOSEPHINE_12
JOSEPHINE,Precinct 13,OR_JOSEPHINE_13
JOSEPHINE,Precinct 14,OR_JOSEPHINE_14
JOSEPHINE,Precinct 15,OR_JOSEPHINE_15
JOSEPHINE,Precinct 16,OR_JOSEPHINE_16
JOSEPHINE,Precinct 17,OR_JOSEPHINE_17
JOSEPHINE,Precinct 18,OR_JOSEPHINE_18
JOSEPHINE,Precinct 19,OR_JOSEPHINE_19
JOSEPHINE,Precinct 20,OR_JOSEPHINE_20
JOSEPHINE,Precinct 21,OR_JOSEPHINE_21
JOSEPHINE,Precinct 22,OR_JOSEPHINE_22
JOSEPHINE,Precinct 23,OR_JOSEPHINE_23
JOSEPHINE,Precinct 24,OR_JOSEPHINE_24
JOSEPHINE,Precinct 25,OR_JOSEPHINE_25
JOSEPHINE,Precinct 26,OR_JOSEPHINE_26
JOSEPHINE,Precinct 27,OR_JOSEPHINE_27
JOSEPHINE,Precinct 28,OR_JOSEPHINE_28
JOSEPHINE,Precinct 29,OR_JOSEPHINE_29
JOSEPHINE,Precinct 30,OR_JOSEPHINE_30
JOSEPHINE,Precinct 31,OR_JOSEPHINE_31
JOSEPHINE,Precinct 32,OR_JOSEPHINE_32
JOSEPHINE,Precinct 33,OR_JOSEPHINE_33
JOSEPHINE,Precinct 34,OR_JOSEPHINE_34
JOSEPHINE,Precinct 35,OR_JOSEPHINE_35
JOSEPHINE,Precinct 36,OR_JOSEPHINE_36
JOSEPHINE,Precinct 37,OR_JOSEPHINE_37
JOSEPHINE,Precinct 38,OR_JOSEPHINE_38
JOSEPHINE,Precinct 39,OR_JOSEPHINE_39
JOSEPHINE,Precinct 40,OR_JOSEPHINE_40
JOSEPHINE,Precinct 41,OR_JOSEPHINE_41
JOSEPHINE,Precinct 42,OR_JOSEPHINE_42
JOSEPHINE,Precinct 43,OR_JOSEPHINE_43
JOSEPHINE,Precinct 44,OR_JOSEPHINE_44
JOSEPHINE,Precinct 45,OR_JOSEPHINE_45
JOSEPHINE,Precinct 46,OR_JOSEPHINE_46
JOSEPHINE,Precinct 47,OR_JOSEPHINE_47
KLAMATH,Precinct 01,OR_KLAMATH_01
KLAMATH,Precinct 02,OR_KLAMATH_02
